University,Country,Latitude,Longitude
Royal College of Music  University of London,Great Britain,51.4994415,-0.1770874
Royal Free Hospital School of Medicine  University of London,Great Britain,51.5526132,-0.1657253
Royal Holloway and Bedford New College,Great Britain,51.425673,-0.5630625
Saint George's Hospital Medical School  University of London,Great Britain,51.424604,-0.1760355
Schiller International University  London,Great Britain,51.5053855,-0.113225
School of Oriental and African Studies  University of London,Great Britain,51.52235,-0.129259
School of Pharmacy  University of London,Great Britain,51.5251485,-0.1224222
School of Slavonic and East European Studies  University of London,Great Britain,51.5253155,-0.1316233
Sheffield Hallam University,Great Britain,53.3785622,-1.4659387
Sotheby´s Institute of Art - London,Great Britain,51.51863849999999,-0.1312174
Southampton Solent University,Great Britain,50.90832049999999,-1.4003801
South Bank University,Great Britain,51.4980714,-0.1024481
Staffordshire University,Great Britain,55.378051,-3.435973
St.Patrick's International College  London,Great Britain,51.5098326,-0.073891
Stratford College London,Great Britain,51.53961349999999,0.0038379
Swansea Metropolitan University,Great Britain,51.6199047,-3.9323346
Thames Valley University,Great Britain,51.5068853,-0.3032026
The American University in London,Great Britain,51.4525728,-0.2960676
The Manchester Metropolitan University,Great Britain,53.4703485,-2.2392999
The Queen's University Belfast,Great Britain,54.5844087,-5.9340494
The Robert Gordon University,Great Britain,57.1189422,-2.137865
Trinity College Carmarthen,Great Britain,51.8584125,-4.3286973
Trinity College of Music,Great Britain,51.4831191,-0.0064605
United Medical and Dental Schools  University of London,Great Britain,51.5229378,-0.1308206
University Campus Suffolk,Great Britain,52.0522943,1.1628862
University College London  University of London,Great Britain,51.521875,-0.134563
University of Aberdeen,Great Britain,57.16475999999999,-2.1015257
University of Abertay Dundee,Great Britain,56.463307,-2.973917
University of Bath,Great Britain,51.3782228,-2.3263987
University of Bedfordshire,Great Britain,51.8778602,-0.4092921
University of Birmingham,Great Britain,52.4508168,-1.9305135
University of Bolton,Great Britain,53.5741968,-2.4362216
University of Bradford,Great Britain,53.7914677,-1.766069
University of Brighton,Great Britain,50.8229402,-0.1362672
University of Bristol,Great Britain,51.4585376,-2.6021758
University of Buckingham,Great Britain,51.9953909,-0.9916666
University of Cambridge,Great Britain,52.205356,0.113168
University of Central Lancashire,Great Britain,53.7645075,-2.7083451
University of Chester,Great Britain,53.2002807,-2.8998193
University of Derby,Great Britain,55.378051,-3.435973
University of Dundee,Great Britain,55.378051,-3.435973
University of Durham,Great Britain,54.7649859,-1.5782029
University of East Anglia,Great Britain,52.6220523,1.2410838
University of East London,Great Britain,51.5076234,0.0650647
University of Edinburgh,Great Britain,55.9445158,-3.1892413
University of Essex,Great Britain,51.87772589999999,0.9472069000000001
University of Exeter,Great Britain,50.7371369,-3.5351475
University of Glamorgan,Great Britain,55.378051,-3.435973
University of Glasgow,Great Britain,55.8724256,-4.2900009
University of Gloucestershire,Great Britain,55.378051,-3.435973
University of Greenwich,Great Britain,55.378051,-3.435973
University of Halifax  Birmingham Campus,Great Britain,52.48624299999999,-1.890401
University of Hertfordshire,Great Britain,51.7614518,-0.2483094
University of Huddersfield,Great Britain,53.64282850000001,-1.7780981
University of Hull,Great Britain,53.7730983,-0.3669865
University of Kent at Canterbury,Great Britain,51.2967395,1.0630042
University of Lancaster,Great Britain,54.0103942,-2.7877294
University of Leeds,Great Britain,53.8066815,-1.5550328
University of Leicester,Great Britain,52.6211393,-1.1246325
University of Lincoln,Great Britain,55.378051,-3.435973
University of Liverpool,Great Britain,53.40478239999999,-2.965299
University of London,Great Britain,51.5229378,-0.1308206
University of Manchester,Great Britain,53.4668498,-2.2338837
University of Newcastle-upon-Tyne,Great Britain,54.9791871,-1.6146608
University of Northampton,Great Britain,52.2304823,-0.8869818
University of North London,Great Britain,51.5072178,-0.1275862
University of Northumbria at Newcastle,Great Britain,54.978252,-1.61778
University of Nottingham,Great Britain,52.9387922,-1.1981057
University of Oxford,Great Britain,51.7548164,-1.2543668
University of Paisley,Great Britain,55.7782474,-4.1040988
University of Plymouth,Great Britain,50.3758892,-4.1395842
University of Portsmouth,Great Britain,50.7938613,-1.09735
University of Reading,Great Britain,51.4414205,-0.9418157
University of Salford,Great Britain,53.48723260000001,-2.2737375
University of Sheffield,Great Britain,53.3813502,-1.4884229
University of Southampton,Great Britain,55.378051,-3.435973
University of St. Andrews,Great Britain,56.3417136,-2.7942674
University of Stirling,Great Britain,56.146092,-3.9177579
University of Strathclyde,Great Britain,55.8621114,-4.2423901
University of Sunderland,Great Britain,54.906869,-1.383801
University of Surrey,Great Britain,51.2431429,-0.5894664
University of Sussex,Great Britain,50.8677123,-0.0875492
University of Teesside,Great Britain,54.5706753,-1.2352671
University of the West of England  Bristol,Great Britain,51.5006497,-2.5474318
University of Ulster,Great Britain,55.378051,-3.435973
University of Wales,Great Britain,51.48559789999999,-3.1809939
University of Wales  Aberystwyth,Great Britain,52.4182746,-4.0638533
University of Wales  Bangor,Great Britain,53.2295205,-4.1299874
University of Wales College of Medicine,Great Britain,51.48559789999999,-3.1809939
University of Wales Institute  Cardiff,Great Britain,51.4959559,-3.2120517
University of Wales  Lampeter,Great Britain,52.112903,-4.078508999999999
University of Wales  Newport,Great Britain,51.5858128,-2.9901155
University of Wales  Swansea,Great Britain,51.6092184,-3.9799524
University of Warwick,Great Britain,52.3792525,-1.5614704
University of Westminster,Great Britain,51.51698409999999,-0.143179
University of Wolverhampton,Great Britain,52.5875737,-2.1273437
University of Worcester,Great Britain,52.1979634,-2.2419556
University of York,Great Britain,53.9461089,-1.0517718
Warburg Institute  University of London,Great Britain,51.5233713,-0.1301924
Warnborough University,Great Britain,51.2773519,1.0845113
William Gilbert College,Great Britain,55.378051,-3.435973
Wimbledon School of Art,Great Britain,51.4137412,-0.2117781
St. George's University,Grenada,12.0003037,-61.7736983
Agricultural University of Georgia,Georgia,41.8057235,44.7679149
Akaki Tsereteli State University,Georgia,42.2645536,42.71059200000001
Caucasus University,Georgia,41.706939,44.8110678
Free University of Tbilisi,Georgia,41.7151377,44.827096
Georgian Technical University,Georgia,,
Ilia Chavchavadze State University,Georgia,41.7088973,44.7708867
International Blacksea University,Georgia,41.79822009999999,44.7728142
St. Andrew Georgian University,Georgia,41.7108486,44.7416704
Tbilisi State Medical University,Georgia,41.7264929,44.7508868
Tbilisi State University,Georgia,41.7099824,44.7779992
Tbilisi Teaching University,Georgia,41.7666595,44.7898059
University of Grigol Robakidze,Georgia,41.7936546,44.77251649999999
Université des Antilles et de la Guyane,French Guiana,3.933889,-53.125782
Accra Polytechnic,Ghana,5.5542469,-0.2059627
Akrofi-Christaller Institute of Theeology  Mission and  Culture,Ghana,5.9730424,-0.0858313
All Nations University College,Ghana,6.094932399999999,-0.2560458
Ashesi University,Ghana,5.7602752,-0.2199232
Cape Coast Polytechnic,Ghana,5.1536763,-1.2792742
Central University College,Ghana,5.554341399999999,-0.2301459
Ghana Christian University College,Ghana,5.7764339,-0.1389061
Ghana Institute of Management and Public Administration (GIMPA),Ghana,5.6360544,-0.2006373
Ghana Telecom University College,Ghana,5.5961352,-0.2234766
Ho Polytechnic,Ghana,6.590800499999999,0.4685198
Islamic University College,Ghana,5.647018399999999,-0.1319167
Koforidua Polytechnic,Ghana,6.064566399999999,-0.2628136
Kumasi Polytechnic,Ghana,6.7201059,-1.4823409
Kwame Nkrumah University of Science and Technology,Ghana,6.674688,-1.571728
Lancaster University Ghana,Ghana,5.6450627,-0.252578
Pan African Christian University College,Ghana,7.946527,-1.023194
Prempeh College,Ghana,6.7030238,-1.6442672
Presbyterian University College,Ghana,6.671284699999999,-0.7462015
Regent University College of Science and Technology,Ghana,5.5597458,-0.2970952
Takoradi Polytechnic,Ghana,4.909114799999999,-1.7564459
Trinity Theological Seminary,Ghana,5.6533299,-0.167349
University for Development Studies,Ghana,9.3722604,-0.8852348999999999
University of Cape Coast,Ghana,5.1154645,-1.2908544
University of Education  Winneba,Ghana,6.6970452,-1.6811416
University of Ghana,Ghana,5.650639399999999,-0.1870506
Valley View University,Ghana,5.7993966,-0.1222349
University of Greenland,Greenland,64.1909312,-51.6960178
American International University West Africa,Gambia,13.4633177,-16.6739256
EUCLID University,Gambia,13.443182,-15.310139
University of the Gambia,Gambia,13.4602512,-16.6766847
Université Gamal Abdel Nasser de Conakry,Guinea,9.545624499999999,-13.6764047
Université Julius Nyerere Kankan,Guinea,10.375069,-9.301474899999999
Université Kofi Annan,Guinea,9.615706699999999,-13.638189
Université Thierno Amadou Diallo,Guinea,9.945587,-9.696645
Université des Antilles et de la Guyane,Guadeloupe,16.0259511,-61.6959227
Universidad Nacional de Guinea Ecuatorial,Equatorial Guinea,3.7469873,8.774597
Aegean University,Greece,39.0851185,26.5689887
Agricultural University of Athens,Greece,37.9826666,23.7054602
American College of Greece,Greece,38.0036919,23.8303395
American College of Thessaloniki,Greece,40.5987088,23.0035932
Aristotle University of Thessaloniki,Greece,40.6308283,22.9592224
Athens Graduate School of Management (AGSM),Greece,37.9944363,23.7668007
Athens Laboratory of Business Administration (ALBA),Greece,37.98217229999999,23.7575833
Athens School of Fine Arts,Greece,37.96241759999999,23.6895217
Athens University of Economics and Business,Greece,37.9940201,23.7326677
City University Athens,Greece,37.968196,23.7786871
DEI Bachelor & Master Degrees,Greece,39.074208,21.824312
Dimocritus University of Thrace,Greece,41.1364522,25.3724417
European University  Athens Campus,Greece,37.968196,23.7786871
Harokopio University,Greece,37.961232,23.708275
Hellenic Army Academy,Greece,,
Hellenic Open University,Greece,38.206531,21.767111
Institute of Management Development - Ohrid,Greece,41.1230977,20.8016481
Institute of Management & Enteurpreneurship of South East Europe,Greece,39.074208,21.824312
International Hellenic University,Greece,40.5361086,23.0092256
Ionian University Corfu,Greece,39.6231617,19.9150073
National Technical University of Athens,Greece,37.9877159,23.7318586
Panteios University of Economics and Political Sciences Athens,Greece,37.9596412,23.7189671
Technical University of Crete,Greece,35.529257,24.0687454
Technological Education Institute of Athens,Greece,38.00248029999999,23.676092
Technological Education Institute of Epiros,Greece,39.1214543,20.9456599
Technological Education Institute of Halkida  Euboea,Greece,38.570087,23.6482659
Technological Education Institute of Heraklion,Greece,35.3193759,25.1024391
Technological Education Institute of Kalamata,Greece,37.0366386,22.1143716
Technological Education Institute of Kavala,Greece,40.9293178,24.3790296
Technological Education Institute of Kozani,Greece,40.3005586,21.7887737
Technological Education Institute of Lamia,Greece,39.074208,21.824312
Technological Education Institute of Larissa,Greece,39.6389694,22.4191723
Technological Education Institute of Mesologgi,Greece,38.4548148,21.2368084
Technological Education Institute of Patras,Greece,38.2194508,21.7459492
Technological Education Institute of Piraeus,Greece,37.9787573,23.6736415
Technological Education Institute of Serres,Greece,41.0747983,23.5537024
Technological Education Institute of Thessaloniki,Greece,40.6400629,22.9444191
University of Athens,Greece,37.968196,23.7786871
University of Central Greece,Greece,38.91251099999999,22.4280437
University of Crete,Greece,35.3073124,25.0826527
University of Indianapolis in Athens,Greece,37.9750007,23.7324345
University of Ioannina,Greece,39.6158593,20.8450898
University of LaVerne in Athens,Greece,37.9838096,23.7275388
University of Macedonia,Greece,40.6250129,22.9601085
University of Patras,Greece,38.28923,21.785369
University of Peloponnese,Greece,37.5267254,22.3724843
University of Piraeus,Greece,37.9415137,23.6528681
University of Thessaly,Greece,39.3576754,22.9506205
University of Western Macedonia,Greece,40.3028068,21.7931861
Yorker International University  Athens,Greece,37.9838096,23.7275388
Centro Universitario Ciudad Vieja,Guatemala,14.5921731,-90.5660022
Centro Universitario de Occidente,Guatemala,14.8451105,-91.5350866
Universidad del Istmo,Guatemala,14.5128148,-90.45264180000001
Universidad del Valle de Guatemala,Guatemala,14.603762,-90.48924799999999
Universidad de San Carlos de Guatemala,Guatemala,14.5878975,-90.5517222
Universidad Francisco Marroquín,Guatemala,14.6068785,-90.5054194
Universidad Galileo,Guatemala,14.609474,-90.5056645
Universidad Mariano Gálvez,Guatemala,14.6589478,-90.5133783
Universidad Panamericana,Guatemala,14.6604314,-90.5590929
Universidad Rafael Landívar,Guatemala,14.5947755,-90.4831323
Universidad Rural de Guatemala,Guatemala,14.9937531,-89.5773992
University of Guam,Guam,13.4322112,144.8033219
Gemsville Technical University,Guyana,6.8051317,-58.163856
Greenheart Medical School,Guyana,6.816646299999999,-58.1355951
Texila American University,Guyana,6.759184599999999,-58.1736708
University of Guyana,Guyana,6.812418099999999,-58.1178037
Chinese University of Hong Kong,Hong Kong,22.419625,114.2067606
Chu Hai College,Hong Kong,22.3756174,113.9865543
City University of Hong Kong,Hong Kong,22.3374868,114.1720025
Hong Kong Academy for Performing Arts,Hong Kong,22.2801253,114.170131
Hong Kong Baptist University,Hong Kong,22.3408088,114.1798757
Hong Kong Institute of Education,Hong Kong,22.4670285,114.1936333
Hong Kong Polytechnic University,Hong Kong,22.3042407,114.1798118
Hong Kong Shue Yan College,Hong Kong,22.286178,114.197825
Hong Kong University of Science and Technology,Hong Kong,22.3363998,114.2654655
Lingnan University,Hong Kong,22.4109705,113.9830974
Open University of Hong Kong,Hong Kong,22.3163552,114.1801817
University of Hong Kong,Hong Kong,22.2830891,114.1365621
Escuela Agricola Panamericana Zamorano,Honduras,14.009895,-87.011206
Universidad Católica de Honduras,Honduras,15.199999,-86.241905
Universidad de San Pedro Sula,Honduras,15.5185686,-88.03172320000002
Universidad José Cecilio del Valle,Honduras,14.0814987,-87.20049139999999
Universidad Metropolitana de Honduras,Honduras,14.6680876,-86.22084009999999
Universidad Nacional Autónoma de Honduras,Honduras,14.0846099,-87.16208569999999
"Universidad Pedagógica Nacional ""Francisco Morazán""",Honduras,14.076115,-87.187711
Universidad Tecnológica Centroamericana,Honduras,14.0480869,-87.17412449999999
Universidad Tecnológica de Honduras,Honduras,15.5508957,-88.01212579999999
University of Dubrovnik,Croatia,42.64410729999999,18.100282
University of Osijek,Croatia,45.5610445,18.6959185
University of Pula,Croatia,44.86727140000001,13.8540277
University of Rijeka,Croatia,45.3277614,14.4667629
University of Split,Croatia,43.5109853,16.4680552
University of Zadar,Croatia,44.11142419999999,15.2260735
University of Zagreb,Croatia,45.8076596,15.9931206
Zagreb School of Economics and Management,Croatia,45.8144914,15.9458726
American University of the Caribbean,Haiti,18.2136563,-73.7546024
Université Chrétienne du Nord d'Haiti,Haiti,19.6989816,-72.3586071
Université d'Etat d'Haiti,Haiti,18.5405677,-72.33748820000001
Université Épiscopale d'Haiti,Haiti,18.5388222,-72.3363997
Université Notre Dame d'Haïti,Haiti,18.5284748,-72.3328475
Université Quisqueya,Haiti,18.5272809,-72.32176120000001
Academy of Drama and Film,Hungary,47.4919313,19.0307435
Andrassy Gyula German Speaking University Budapest,Hungary,47.4920573,19.0639366
Avicenna International College,Hungary,47.482396,19.093175
Budapest Buddhist University,Hungary,47.497912,19.040235
Budapest University of Economic Sciences and Public Administration,Hungary,47.497912,19.040235
Central European University,Hungary,47.162494,19.503304
College of Dunaujvaros,Hungary,46.960507,18.933713
Dániel Berzsenyi Teacher Training College,Hungary,47.162494,19.503304
Debrecen University of Agricultural Sciences,Hungary,47.162494,19.503304
Eötvös Lorand University,Hungary,47.4905698,19.0585445
Esztergom Theological College,Hungary,47.7883949,18.7434452
Haynal Imre University of Health Sciences Budapest,Hungary,47.497912,19.040235
Hungarian Academy of Craft and Design,Hungary,47.162494,19.503304
Hungarian Academy of Fine Arts Budapest,Hungary,47.5074344,19.0670519
Hungarian University of Physical Education,Hungary,47.4929725,19.0254182
Janus Pannonius University,Hungary,47.162494,19.503304
Károl Gáspár University of the Reformed Church,Hungary,47.4889541,19.061843
Kodolanyi Janos University College,Hungary,46.5643348,20.6354866
Kossuth Lajos University,Hungary,47.162494,19.503304
Liszt Ferenc Academy of Music Budapest,Hungary,47.5034058,19.0644027
Pázmány Péter Catholic University,Hungary,47.162494,19.503304
Reformed Theological Academy of Debrecen,Hungary,47.5334538,21.6241105
Séchenyi István University,Hungary,47.6933064,17.6275327
Semmelweis University of Medical Sciences,Hungary,47.4873502,19.0673349
Szent István University,Hungary,47.5930204,19.3614993
Technical University of Budapest,Hungary,47.4813261,19.0554834
University Medical School of Debrecen,Hungary,47.5569915,21.6270294
University Medical School of Pécs,Hungary,46.0729334,18.2064667
University of Debrecen,Hungary,47.5536257,21.6215102
University of Horticulture and Food Industry,Hungary,47.162494,19.503304
University of Miskolc,Hungary,48.0796959,20.7693602
University of Pannonia,Hungary,47.0879453,17.9080548
University of Pecs,Hungary,46.0742527,18.2377816
University of Sopron,Hungary,47.680273,16.5771422
University of Szeged,Hungary,46.2500461,20.1462187
University of Veterinary Science,Hungary,47.162494,19.503304
University of West Hungary,Hungary,47.680273,16.5771422
Abfi Institute Perbanas Jakarta,Indonesia,-6.2174872,106.8288798
Binus University,Indonesia,-0.789275,113.921327
Bogor Agricultural University,Indonesia,-6.5517758,106.6291304
Institut Sains dan Teknologi Al Kamal,Indonesia,-6.1864615,106.7599485
Institut Sains & Teknologi Akprind,Indonesia,-7.784713,110.3856153
Institut Teknologi Adhi Tama Surabaya,Indonesia,-7.290843,112.7791493
Institut Teknologi Bandung,Indonesia,-6.89148,107.6106591
Institut Teknologi Sepuluh Nopember,Indonesia,-7.282356,112.7949253
Institut Teknologi Telkom,Indonesia,-6.973103099999999,107.6313721
Politeknik Negeri Bandung,Indonesia,-6.8722074,107.5737725
Politeknik Negeri Jakarta,Indonesia,-6.3707762,106.8236706
Politeknik Negeri Lhokseumawe,Indonesia,5.120625,97.1583663
Politeknik Negeri Malang,Indonesia,-7.946713600000001,112.6156684
Politeknik Negeri Padang,Indonesia,-0.9145678999999999,100.466151
Politeknik Negeri Pontianak,Indonesia,-0.053918,109.347065
Politeknik Negeri Sambas,Indonesia,1.3822633,109.3175486
Politeknik Negeri Semarang,Indonesia,-7.052100599999999,110.4353347
Politeknik Pos Indonesia,Indonesia,-6.8731953,107.575976
Prasetiya Mulya Business School,Indonesia,-6.2915246,106.788997
Sekolah Tinggi Akuntansi Negara (STAN),Indonesia,-6.266861200000001,106.7322428
Stie Perbanas Surabaya,Indonesia,-7.3002767,112.7651747
STMIK AMIKOM Yogyakarta,Indonesia,-7.7599049,110.4090461
STMIK Sinar Nusantara,Indonesia,-7.567054999999999,110.799146
Swiss German University,Indonesia,-6.2255023,106.6548988
Trisakti Institute of Tourism,Indonesia,-6.2604913,106.7688986
Unitomo Surabaya,Indonesia,-7.2989818,112.7657586
Universitas 17 Agustus 1945 Banyuwangi,Indonesia,-8.2294884,114.36342
Universitas 17 Agustus 1945 Cirebon,Indonesia,-6.7357295,108.5349936
Universitas 17 Agustus 1945 Jakarta,Indonesia,-6.132043599999999,106.8618534
Universitas 17 Agustus 1945 Samarinda,Indonesia,-0.4806217,117.1347923
Universitas 17 Agustus 1945 Semarang,Indonesia,-6.9746476,110.4195756
Universitas 17 Agustus 1945 Surabaya,Indonesia,-7.2984521,112.7667651
Universitas Advent Indonesia,Indonesia,-6.8018944,107.5785159
Universitas Ahmad Dahlan,Indonesia,-7.7987736,110.3830924
Universitas Airlangga,Indonesia,-7.272379,112.758414
Universitas Amir Hamzah,Indonesia,3.605635299999999,98.71675859999999
Universitas Andalas,Indonesia,-0.9152446999999999,100.4581574
Universitas Atma Jaya Yogyakarta,Indonesia,-7.7804399,110.4141109
Universitas Bakrie,Indonesia,-6.2203788,106.8332191
Universitas Bengkulu,Indonesia,-3.7597956,102.272444
Universitas Bhayangkara Jakarta Raya,Indonesia,-6.301441199999999,106.8211376
Universitas Bhayangkara Surabaya,Indonesia,-7.321372800000001,112.7320547
Universitas Bojonegoro,Indonesia,-7.1355422,111.9239648
Universitas Brawijaya,Indonesia,-7.9526403,112.6143754
Universitas Bunda Mulia Jakarta,Indonesia,-6.129884499999999,106.8181393
Universitas Bung Hatta,Indonesia,-0.878026,100.3822494
Universitas Cenderawasih,Indonesia,-2.5807469,140.6464797
Universitas Darma Agung,Indonesia,3.5795916,98.66454309999999
Universitas Darma Persada,Indonesia,-0.789275,113.921327
Universitas Dian Nuswantoro,Indonesia,-6.982631700000001,110.4092008
Universitas Diponegoro,Indonesia,-7.051962499999999,110.4408916
Universitas Dr. R. Moestopo,Indonesia,-6.2288454,106.7610079
Universitas Gadjah Mada,Indonesia,-7.7713847,110.3774998
Universitas Gajayana Malang,Indonesia,-7.9409495,112.603179
Universitas Gunadarma,Indonesia,-0.789275,113.921327
Universitas Haluoleo,Indonesia,-4.0084962,122.5207543
Universitas Hasanuddin,Indonesia,-5.1341871,119.4880786
Universitas HKBP Nommensen,Indonesia,3.5969033,98.6812317
Universitas Ibn Chaldun Jakarta,Indonesia,-6.1916497,106.8775746
Universitas Ibn Khaldun Bogor,Indonesia,-6.560057899999999,106.7926619
Universitas Indonesia,Indonesia,-6.3607311,106.8317469
Universitas Indonusa Esa Unggul,Indonesia,-6.1860244,106.7789631
Universitas Islam Bandung,Indonesia,-6.903590299999999,107.6078372
Universitas Islam Indonesia,Indonesia,-0.789275,113.921327
Universitas Islam Jakarta,Indonesia,-6.1972806,106.8690851
Universitas Islam Malang,Indonesia,-7.936842799999999,112.6068013
Universitas Islam Nusantara,Indonesia,-6.945809799999999,107.6442723
Universitas Islam Riau,Indonesia,0.4474212,101.4525552
Universitas Islam Sultan Agung,Indonesia,-6.955617699999999,110.4580934
Universitas Islam Sumatera Utara,Indonesia,3.5623385,98.69387979999999
Universitas Islam Syekh-Yusuf,Indonesia,-6.189709499999999,106.6365842
Universitas Jambi,Indonesia,-1.6101229,103.6131203
Universitas Janabadra,Indonesia,-7.784014500000001,110.3573852
Universitas Jayabaya,Indonesia,-6.1795484,106.8766391
Universitas Jember,Indonesia,-8.166614599999999,113.7161535
Universitas Jenderal Achmad Yani,Indonesia,-6.887518099999999,107.5268526
Universitas Jenderal Soedirman,Indonesia,-7.4040925,109.246316
Universitas Katolik Indonesia Atma Jaya,Indonesia,-6.2185343,106.8153486
Universitas Katolik Parahyangan,Indonesia,-6.8751984,107.604924
Universitas Katolik Soegijapranoto,Indonesia,-7.0260944,110.4052564
Universitas Katolik Widya Karya,Indonesia,-7.9684211,112.6177267
Universitas Katolik Widya Manadala,Indonesia,-7.2702331,112.8117523
Universitas Kediri,Indonesia,-7.8093875,111.9745469
Universitas Khairun,Indonesia,0.7625732,127.336302
Universitas Klabat,Indonesia,1.4175028,124.9839744
Universitas Komputer Indonesia,Indonesia,-6.887055999999999,107.6154746
Universitas Krisnadwipayana,Indonesia,-6.2631121,106.9073638
Universitas Kristen Duta Wacana,Indonesia,-7.786049299999999,110.3783757
Universitas Kristen Indonesia,Indonesia,-6.2483483,106.8720918
Universitas Kristen Indonesia Tomohon,Indonesia,1.3322039,124.8375074
Universitas Kristen Krida Wacana,Indonesia,-6.172516,106.7884645
Universitas Kristen Maranatha,Indonesia,-6.886493199999999,107.5809164
Universitas Kristen Petra,Indonesia,-7.3395572,112.7375639
Universitas Kristen Satya Wacana,Indonesia,-0.789275,113.921327
Universitas Lambung Mangkurat,Indonesia,-3.2978639,114.5855295
Universitas Lampung,Indonesia,-5.3641812,105.2428973
Universitas Lancang Kuning,Indonesia,0.5760504,101.425242
Universitas Ma Chung,Indonesia,-7.956984699999999,112.5897977
Universitas Madura,Indonesia,-7.191623199999999,113.4755811
Universitas Mahasaraswati Denpasar,Indonesia,-8.6529737,115.2251881
Universitas Mahendradatta,Indonesia,-8.6288226,115.2070227
Universitas Mataram,Indonesia,-8.5869073,116.0921869
Universitas Mercu Buana,Indonesia,-0.789275,113.921327
Universitas Merdeka Madiun,Indonesia,-7.647943600000001,111.5266431
Universitas Merdeka Malang,Indonesia,-7.972461999999999,112.609535
Universitas Methodist Indonesia,Indonesia,3.5789475,98.6704378
Universitas Muhammadiyah Jakarta,Indonesia,-6.297442299999999,106.7671989
Universitas Muhammadiyah Jember,Indonesia,-8.1751624,113.7176929
Universitas Muhammadiyah Magelang,Indonesia,-7.487736699999999,110.2185592
Universitas Muhammadiyah Makassar,Indonesia,-5.182766399999999,119.4410929
Universitas Muhammadiyah Malang,Indonesia,-7.9666204,112.6326321
Universitas Muhammadiyah Mataram,Indonesia,-8.604062599999999,116.1031402
Universitas Muhammadiyah Sumatra Utara,Indonesia,3.6142934,98.675527
Universitas Muhammadiyah Surakarta,Indonesia,-7.558133900000001,110.7716824
Universitas Muhammadiyah Yogyakarta,Indonesia,-7.8108235,110.3218609
Universitas Mulawarman,Indonesia,-0.4684587,117.1539974
Universitas Muria Kudus,Indonesia,-6.7839638,110.8658314
Universitas Muslim Indonesia,Indonesia,-5.1373641,119.4477605
Universitas Narotama,Indonesia,-0.789275,113.921327
Universitas Nasional Jakarta,Indonesia,-6.280863,106.8394886
Universitas Nasional Pasim,Indonesia,-6.894631,107.5714667
Universitas Negeri Gorontalo,Indonesia,0.5565167999999999,123.0636827
Universitas Negeri Jakarta,Indonesia,-6.1943826,106.8791516
Universitas Negeri Makassar,Indonesia,-5.168843,119.4360638
Universitas Negeri Malang,Indonesia,-7.961259,112.617392
Universitas Negeri Manado,Indonesia,1.26656,124.883233
Universitas Negeri Medan,Indonesia,3.5951956,98.6722227
Universitas Negeri Padang,Indonesia,-0.8972264,100.3507329
Universitas Negeri Semarang,Indonesia,-7.0506356,110.3924228
Universitas Negeri Surabaya,Indonesia,-7.3005438,112.6725955
Universitas Negeri Yogyakarta,Indonesia,-7.7737395,110.3862511
Universitas Ngurah Rai,Indonesia,-8.6202208,115.2352002
Universitas Nusa Cendana,Indonesia,-10.1550922,123.6667165
Universitas Padjadjaran,Indonesia,-6.926132099999999,107.7746881
Universitas Pakuan,Indonesia,-6.5993984,106.8123668
Universitas Palangka Raya,Indonesia,-2.2170996,113.8967396
Universitas Pancasakti Tegal,Indonesia,-6.851587299999999,109.1479113
Universitas Pancasila,Indonesia,-0.789275,113.921327
Universitas Paramadina Mulya,Indonesia,-6.241226699999999,106.8329101
Universitas Pasundan,Indonesia,-6.905366,107.6081044
Universitas Pattimura,Indonesia,-3.6546187,128.1956754
Universitas Pekalongan,Indonesia,-6.8945114,109.65963
Universitas Pelita Harapan,Indonesia,-6.2283883,106.6104213
"Universitas Pembangunan Nasional ""Veteran"" East Java",Indonesia,-7.333721199999999,112.7883247
Universitas Pembangunan Panca Budi,Indonesia,3.5905819,98.6454911
Universitas Pendidikan Indonesia,Indonesia,-6.8611339,107.5943499
Universitas Persada Indonesia Y.A.I,Indonesia,-6.196781499999999,106.8490819
Universitas Pesantren Darul Ulum Jombang,Indonesia,-7.544828499999999,112.2783947
Universitas Proklamasi 45,Indonesia,-7.774215699999999,110.4161154
Universitas Putera Batam,Indonesia,1.0438785,104.0019834
Universitas Riau,Indonesia,0.2933469,101.7068294
Universitas Sam Ratulangi,Indonesia,1.4555359,124.8271188
Universitas Sanata Dharma,Indonesia,-7.7763017,110.3905563
Universitas Sarjanawiyata Tamansiswa,Indonesia,-7.8084924,110.3816962
Universitas Sebelas Maret,Indonesia,-7.559627399999999,110.8563805
Universitas Semarang,Indonesia,-6.982128599999999,110.452207
Universitas Siliwangi,Indonesia,-7.349925099999999,108.2227569
Universitas Simalungun,Indonesia,2.9635403,99.0471644
Universitas Slamet Riyadi Surakarta,Indonesia,-7.5406837,110.8224045
Universitas Sriwijaya,Indonesia,-0.789275,113.921327
Universitas Sultan Ageng Tirtayasa,Indonesia,-6.1207259,106.1945611
Universitas Sumatera Utara,Indonesia,3.561676,98.65634229999999
Universitas Surabaya,Indonesia,-7.319800900000001,112.7681119
Universitas Swadaya Gunung Djati,Indonesia,-6.7289619,108.5457111
Universitas Syiah Kuala,Indonesia,5.5700635,95.3697285
Universitas Tadulako,Indonesia,-0.8364322,119.8936937
Universitas Tanjungpura,Indonesia,-0.06065139999999999,109.3448882
Universitas Tarumanagara,Indonesia,-6.172191499999999,106.7896812
Universitas Terbuka Indonesia,Indonesia,-6.3394413,106.7585911
